customer_key,order_count,unique_purchase_days,total_spent,first_purchase_date,last_purchase_date,loyalty_segment,avg_spend_per_order
17731,1,1,23,2013-02-03,2013-02-03,One-Time,23
13498,1,1,142,2013-02-04,2013-02-04,One-Time,142
11164,1,1,37,2013-02-04,2013-02-04,One-Time,37
5019,1,1,260,2013-02-04,2013-02-04,One-Time,260
13530,1,1,2398,2013-02-04,2013-02-04,One-Time,2398
15808,1,1,139,2013-02-05,2013-02-05,One-Time,139
14336,1,1,60,2013-02-05,2013-02-05,One-Time,60
17536,1,1,2503,2013-02-05,2013-02-05,One-Time,2503
10022,1,1,629,2013-02-05,2013-02-05,One-Time,629
17972,1,1,27,2013-02-06,2013-02-06,One-Time,27
18041,1,1,110,2013-02-06,2013-02-06,One-Time,110
6772,1,1,140,2013-02-06,2013-02-06,One-Time,140
9945,1,1,227,2013-02-06,2013-02-06,One-Time,227
15142,1,1,97,2013-02-07,2013-02-07,One-Time,97
13562,1,1,4,2013-02-07,2013-02-07,One-Time,4
15469,1,1,27,2013-02-08,2013-02-08,One-Time,27
14845,1,1,25,2013-02-08,2013-02-08,One-Time,25
7584,1,1,220,2013-02-08,2013-02-08,One-Time,220
10112,1,1,37,2013-02-08,2013-02-08,One-Time,37
11276,1,1,615,2013-02-08,2013-02-08,One-Time,615
11463,1,1,554,2013-02-08,2013-02-08,One-Time,554
11621,1,1,592,2013-02-09,2013-02-09,One-Time,592
14628,1,1,136,2013-02-09,2013-02-09,One-Time,136
2340,1,1,31,2013-02-09,2013-02-09,One-Time,31
7054,1,1,7,2013-02-11,2013-02-11,One-Time,7
18291,1,1,5,2013-02-12,2013-02-12,One-Time,5
10575,1,1,318,2013-02-12,2013-02-12,One-Time,318
3708,1,1,37,2013-02-12,2013-02-12,One-Time,37
16822,1,1,2516,2013-02-12,2013-02-12,One-Time,2516
16193,1,1,34,2013-02-13,2013-02-13,One-Time,34
2500,1,1,134,2013-02-13,2013-02-13,One-Time,134
17738,1,1,70,2013-02-13,2013-02-13,One-Time,70
17327,1,1,2466,2013-02-13,2013-02-13,One-Time,2466
16911,1,1,645,2013-02-13,2013-02-13,One-Time,645
6584,1,1,110,2013-02-14,2013-02-14,One-Time,110
5442,1,1,25,2013-02-15,2013-02-15,One-Time,25
12603,1,1,109,2013-02-15,2013-02-15,One-Time,109
524,1,1,4767,2013-02-15,2013-02-15,One-Time,4767
10651,1,1,554,2013-02-15,2013-02-15,One-Time,554
13084,1,1,2489,2013-02-15,2013-02-15,One-Time,2489
12141,1,1,39,2013-02-16,2013-02-16,One-Time,39
13522,1,1,2489,2013-02-16,2013-02-16,One-Time,2489
11328,1,1,645,2013-02-16,2013-02-16,One-Time,645
11647,1,1,2345,2013-02-16,2013-02-16,One-Time,2345
7018,1,1,25,2013-02-17,2013-02-17,One-Time,25
18229,1,1,25,2013-02-18,2013-02-18,One-Time,25
2569,1,1,220,2013-02-18,2013-02-18,One-Time,220
2236,1,1,127,2013-02-18,2013-02-18,One-Time,127
14103,1,1,142,2013-02-19,2013-02-19,One-Time,142
8779,1,1,70,2013-02-20,2013-02-20,One-Time,70
3922,1,1,7,2013-02-20,2013-02-20,One-Time,7
8409,1,1,2249,2013-02-20,2013-02-20,One-Time,2249
14130,1,1,130,2013-02-21,2013-02-21,One-Time,130
11449,1,1,4923,2013-02-21,2013-02-21,One-Time,4923
17095,1,1,2,2013-02-21,2013-02-21,One-Time,2
6739,1,1,25,2013-02-21,2013-02-21,One-Time,25
8006,1,1,118,2013-02-22,2013-02-22,One-Time,118
3175,1,1,39,2013-02-22,2013-02-22,One-Time,39
12609,1,1,5024,2013-02-23,2013-02-23,One-Time,5024
12255,1,1,10,2013-02-23,2013-02-23,One-Time,10
7110,1,1,124,2013-02-23,2013-02-23,One-Time,124
15900,1,1,23,2013-02-23,2013-02-23,One-Time,23
16836,1,1,67,2013-02-23,2013-02-23,One-Time,67
15079,1,1,135,2013-02-24,2013-02-24,One-Time,135
9440,1,1,15,2013-02-24,2013-02-24,One-Time,15
10475,1,1,115,2013-02-24,2013-02-24,One-Time,115
5778,1,1,125,2013-02-24,2013-02-24,One-Time,125
12982,1,1,34,2013-02-24,2013-02-24,One-Time,34
16060,1,1,289,2013-02-25,2013-02-25,One-Time,289
12965,1,1,36,2013-02-25,2013-02-25,One-Time,36
14325,1,1,110,2013-02-25,2013-02-25,One-Time,110
7975,1,1,586,2013-02-25,2013-02-25,One-Time,586
17754,1,1,23,2013-02-26,2013-02-26,One-Time,23
10963,1,1,35,2013-02-27,2013-02-27,One-Time,35
17268,1,1,158,2013-02-28,2013-02-28,One-Time,158
5747,1,1,158,2013-02-28,2013-02-28,One-Time,158
16365,1,1,97,2013-03-01,2013-03-01,One-Time,97
1506,1,1,37,2013-03-01,2013-03-01,One-Time,37
16721,1,1,110,2013-03-02,2013-03-02,One-Time,110
17083,1,1,130,2013-03-02,2013-03-02,One-Time,130
12736,1,1,35,2013-03-02,2013-03-02,One-Time,35
13772,1,1,60,2013-03-02,2013-03-02,One-Time,60
4421,1,1,5,2013-03-02,2013-03-02,One-Time,5
8775,1,1,172,2013-03-03,2013-03-03,One-Time,172
9072,1,1,79,2013-03-03,2013-03-03,One-Time,79
7124,1,1,5,2013-03-03,2013-03-03,One-Time,5
15694,1,1,7,2013-03-03,2013-03-03,One-Time,7
16795,1,1,25,2013-03-03,2013-03-03,One-Time,25
16001,1,1,48,2013-03-03,2013-03-03,One-Time,48
4557,1,1,607,2013-03-03,2013-03-03,One-Time,607
10770,1,1,604,2013-03-03,2013-03-03,One-Time,604
12443,1,1,5,2013-03-04,2013-03-04,One-Time,5
5209,1,1,290,2013-03-04,2013-03-04,One-Time,290
1430,1,1,35,2013-03-05,2013-03-05,One-Time,35
16369,1,1,151,2013-03-06,2013-03-06,One-Time,151
17242,1,1,230,2013-03-06,2013-03-06,One-Time,230
3719,1,1,134,2013-03-06,2013-03-06,One-Time,134
13682,1,1,2453,2013-03-06,2013-03-06,One-Time,2453
11895,1,1,32,2013-03-07,2013-03-07,One-Time,32
2054,1,1,77,2013-03-07,2013-03-07,One-Time,77
13781,1,1,2384,2013-03-07,2013-03-07,One-Time,2384
17109,1,1,769,2013-03-07,2013-03-07,One-Time,769
13277,1,1,42,2013-03-08,2013-03-08,One-Time,42
1799,1,1,15,2013-03-08,2013-03-08,One-Time,15
17375,1,1,139,2013-03-08,2013-03-08,One-Time,139
6190,1,1,70,2013-03-09,2013-03-09,One-Time,70
14693,1,1,85,2013-03-09,2013-03-09,One-Time,85
10820,1,1,32,2013-03-09,2013-03-09,One-Time,32
14533,1,1,1242,2013-03-09,2013-03-09,One-Time,1242
8546,1,1,2417,2013-03-09,2013-03-09,One-Time,2417
13696,1,1,166,2013-03-10,2013-03-10,One-Time,166
8551,1,1,2389,2013-03-10,2013-03-10,One-Time,2389
16875,1,1,1382,2013-03-11,2013-03-11,One-Time,1382
11126,1,1,35,2013-03-11,2013-03-11,One-Time,35
16789,1,1,6,2013-03-11,2013-03-11,One-Time,6
5362,1,1,5028,2013-03-11,2013-03-11,One-Time,5028
4486,1,1,110,2013-03-12,2013-03-12,One-Time,110
14749,1,1,540,2013-03-12,2013-03-12,One-Time,540
15766,1,1,97,2013-03-13,2013-03-13,One-Time,97
8061,1,1,30,2013-03-13,2013-03-13,One-Time,30
4684,1,1,190,2013-03-13,2013-03-13,One-Time,190
14672,1,1,48,2013-03-13,2013-03-13,One-Time,48
512,1,1,35,2013-03-13,2013-03-13,One-Time,35
5593,1,1,145,2013-03-14,2013-03-14,One-Time,145
12898,1,1,109,2013-03-14,2013-03-14,One-Time,109
11671,1,1,110,2013-03-14,2013-03-14,One-Time,110
13736,1,1,2666,2013-03-14,2013-03-14,One-Time,2666
15471,1,1,35,2013-03-15,2013-03-15,One-Time,35
568,1,1,54,2013-03-15,2013-03-15,One-Time,54
3864,1,1,32,2013-03-15,2013-03-15,One-Time,32
1926,1,1,22,2013-03-15,2013-03-15,One-Time,22
3822,1,1,30,2013-03-16,2013-03-16,One-Time,30
14527,1,1,130,2013-03-16,2013-03-16,One-Time,130
10655,1,1,704,2013-03-16,2013-03-16,One-Time,704
14153,1,1,35,2013-03-17,2013-03-17,One-Time,35
13735,1,1,2680,2013-03-17,2013-03-17,One-Time,2680
16938,1,1,5084,2013-03-18,2013-03-18,One-Time,5084
7602,1,1,70,2013-03-18,2013-03-18,One-Time,70
6632,1,1,286,2013-03-18,2013-03-18,One-Time,286
1766,1,1,1851,2013-03-18,2013-03-18,One-Time,1851
11043,1,1,540,2013-03-18,2013-03-18,One-Time,540
431,1,1,255,2013-03-19,2013-03-19,One-Time,255
5364,1,1,4948,2013-03-19,2013-03-19,One-Time,4948
16376,1,1,6,2013-03-20,2013-03-20,One-Time,6
6486,1,1,177,2013-03-20,2013-03-20,One-Time,177
5356,1,1,260,2013-03-20,2013-03-20,One-Time,260
3352,1,1,127,2013-03-20,2013-03-20,One-Time,127
17445,1,1,124,2013-03-20,2013-03-20,One-Time,124
2267,1,1,30,2013-03-20,2013-03-20,One-Time,30
8726,1,1,2393,2013-03-20,2013-03-20,One-Time,2393
14728,1,1,540,2013-03-20,2013-03-20,One-Time,540
5992,1,1,110,2013-03-21,2013-03-21,One-Time,110
9324,1,1,5005,2013-03-21,2013-03-21,One-Time,5005
14199,1,1,1320,2013-03-21,2013-03-21,One-Time,1320
6520,1,1,59,2013-03-22,2013-03-22,One-Time,59
18395,1,1,36,2013-03-22,2013-03-22,One-Time,36
8702,1,1,2374,2013-03-22,2013-03-22,One-Time,2374
8607,1,1,154,2013-03-23,2013-03-23,One-Time,154
9414,1,1,120,2013-03-23,2013-03-23,One-Time,120
12766,1,1,5002,2013-03-24,2013-03-24,One-Time,5002
18128,1,1,29,2013-03-24,2013-03-24,One-Time,29
14262,1,1,142,2013-03-25,2013-03-25,One-Time,142
11768,1,1,140,2013-03-25,2013-03-25,One-Time,140
13257,1,1,110,2013-03-25,2013-03-25,One-Time,110
17476,1,1,124,2013-03-25,2013-03-25,One-Time,124
1845,1,1,127,2013-03-25,2013-03-25,One-Time,127
2032,1,1,22,2013-03-25,2013-03-25,One-Time,22
14732,1,1,549,2013-03-25,2013-03-25,One-Time,549
15180,1,1,109,2013-03-26,2013-03-26,One-Time,109
6741,1,1,39,2013-03-26,2013-03-26,One-Time,39
14224,1,1,191,2013-03-27,2013-03-27,One-Time,191
16851,1,1,73,2013-03-27,2013-03-27,One-Time,73
15973,1,1,184,2013-03-27,2013-03-27,One-Time,184
2297,1,1,22,2013-03-27,2013-03-27,One-Time,22
13743,1,1,37,2013-03-28,2013-03-28,One-Time,37
16904,1,1,39,2013-03-28,2013-03-28,One-Time,39
10115,1,1,5,2013-03-28,2013-03-28,One-Time,5
9521,1,1,15,2013-03-29,2013-03-29,One-Time,15
14517,1,1,21,2013-03-29,2013-03-29,One-Time,21
10846,1,1,5,2013-03-29,2013-03-29,One-Time,5
10221,1,1,145,2013-03-30,2013-03-30,One-Time,145
9595,1,1,43,2013-03-30,2013-03-30,One-Time,43
8930,1,1,134,2013-03-30,2013-03-30,One-Time,134
12967,1,1,53,2013-03-30,2013-03-30,One-Time,53
15895,1,1,23,2013-03-30,2013-03-30,One-Time,23
9950,1,1,155,2013-03-30,2013-03-30,One-Time,155
14383,1,1,1354,2013-03-30,2013-03-30,One-Time,1354
15055,1,1,25,2013-03-31,2013-03-31,One-Time,25
2374,1,1,142,2013-03-31,2013-03-31,One-Time,142
12229,1,1,181,2013-03-31,2013-03-31,One-Time,181
16153,1,1,109,2013-03-31,2013-03-31,One-Time,109
6971,1,1,27,2013-04-01,2013-04-01,One-Time,27
6747,1,1,30,2013-04-01,2013-04-01,One-Time,30
12757,1,1,151,2013-04-01,2013-04-01,One-Time,151
18104,1,1,2489,2013-04-01,2013-04-01,One-Time,2489
10751,1,1,69,2013-04-02,2013-04-02,One-Time,69
13999,1,1,2438,2013-04-02,2013-04-02,One-Time,2438
14762,1,1,581,2013-04-02,2013-04-02,One-Time,581
13137,1,1,2413,2013-04-02,2013-04-02,One-Time,2413
9046,1,1,667,2013-04-03,2013-04-03,One-Time,667
16659,1,1,27,2013-04-03,2013-04-03,One-Time,27
14373,1,1,33,2013-04-03,2013-04-03,One-Time,33
12030,1,1,121,2013-04-03,2013-04-03,One-Time,121
41,1,1,4671,2013-04-03,2013-04-03,One-Time,4671
15669,1,1,220,2013-04-04,2013-04-04,One-Time,220
13290,1,1,33,2013-04-04,2013-04-04,One-Time,33
7604,1,1,2495,2013-04-04,2013-04-04,One-Time,2495
6728,1,1,22,2013-04-05,2013-04-05,One-Time,22
17345,1,1,54,2013-04-05,2013-04-05,One-Time,54
14352,1,1,73,2013-04-05,2013-04-05,One-Time,73
3512,1,1,260,2013-04-05,2013-04-05,One-Time,260
10069,1,1,105,2013-04-05,2013-04-05,One-Time,105
8136,1,1,70,2013-04-06,2013-04-06,One-Time,70
5885,1,1,110,2013-04-06,2013-04-06,One-Time,110
3944,1,1,37,2013-04-06,2013-04-06,One-Time,37
1723,1,1,63,2013-04-06,2013-04-06,One-Time,63
17639,1,1,56,2013-04-07,2013-04-07,One-Time,56
17730,1,1,2452,2013-04-07,2013-04-07,One-Time,2452
17029,1,1,158,2013-04-08,2013-04-08,One-Time,158
17747,1,1,23,2013-04-08,2013-04-08,One-Time,23
11090,1,1,554,2013-04-08,2013-04-08,One-Time,554
10633,1,1,15,2013-04-09,2013-04-09,One-Time,15
2924,1,1,127,2013-04-10,2013-04-10,One-Time,127
9910,1,1,140,2013-04-10,2013-04-10,One-Time,140
1742,1,1,110,2013-04-10,2013-04-10,One-Time,110
14384,1,1,1229,2013-04-10,2013-04-10,One-Time,1229
12523,1,1,191,2013-04-11,2013-04-11,One-Time,191
15182,1,1,32,2013-04-11,2013-04-11,One-Time,32
3697,1,1,42,2013-04-12,2013-04-12,One-Time,42
17540,1,1,220,2013-04-12,2013-04-12,One-Time,220
15219,1,1,6,2013-04-12,2013-04-12,One-Time,6
17962,1,1,2648,2013-04-12,2013-04-12,One-Time,2648
10090,1,1,561,2013-04-12,2013-04-12,One-Time,561
16219,1,1,6,2013-04-13,2013-04-13,One-Time,6
16024,1,1,130,2013-04-13,2013-04-13,One-Time,130
15543,1,1,27,2013-04-13,2013-04-13,One-Time,27
13490,1,1,5,2013-04-13,2013-04-13,One-Time,5
13764,1,1,5,2013-04-13,2013-04-13,One-Time,5
18184,1,1,2393,2013-04-13,2013-04-13,One-Time,2393
10284,1,1,213,2013-04-14,2013-04-14,One-Time,213
16361,1,1,70,2013-04-14,2013-04-14,One-Time,70
8329,1,1,27,2013-04-14,2013-04-14,One-Time,27
5789,1,1,110,2013-04-15,2013-04-15,One-Time,110
9353,1,1,79,2013-04-16,2013-04-16,One-Time,79
9749,1,1,124,2013-04-16,2013-04-16,One-Time,124
10085,1,1,27,2013-04-16,2013-04-16,One-Time,27
9571,1,1,285,2013-04-17,2013-04-17,One-Time,285
14381,1,1,1320,2013-04-17,2013-04-17,One-Time,1320
17598,1,1,8,2013-04-18,2013-04-18,One-Time,8
4936,1,1,7,2013-04-18,2013-04-18,One-Time,7
10691,1,1,164,2013-04-18,2013-04-18,One-Time,164
16944,1,1,4886,2013-04-19,2013-04-19,One-Time,4886
6695,1,1,5,2013-04-19,2013-04-19,One-Time,5
17955,1,1,2411,2013-04-19,2013-04-19,One-Time,2411
12905,1,1,2342,2013-04-19,2013-04-19,One-Time,2342
12006,1,1,32,2013-04-20,2013-04-20,One-Time,32
3281,1,1,127,2013-04-20,2013-04-20,One-Time,127
8351,1,1,23,2013-04-20,2013-04-20,One-Time,23
17963,1,1,2501,2013-04-20,2013-04-20,One-Time,2501
13947,1,1,39,2013-04-21,2013-04-21,One-Time,39
12073,1,1,37,2013-04-21,2013-04-21,One-Time,37
10064,1,1,130,2013-04-21,2013-04-21,One-Time,130
425,1,1,132,2013-04-21,2013-04-21,One-Time,132
5925,1,1,1899,2013-04-21,2013-04-21,One-Time,1899
5669,1,1,608,2013-04-21,2013-04-21,One-Time,608
12763,1,1,2372,2013-04-21,2013-04-21,One-Time,2372
14658,1,1,697,2013-04-21,2013-04-21,One-Time,697
9604,1,1,23,2013-04-22,2013-04-22,One-Time,23
7846,1,1,70,2013-04-22,2013-04-22,One-Time,70
4947,1,1,174,2013-04-22,2013-04-22,One-Time,174
13769,1,1,33,2013-04-23,2013-04-23,One-Time,33
17117,1,1,618,2013-04-23,2013-04-23,One-Time,618
13899,1,1,7,2013-04-24,2013-04-24,One-Time,7
17012,1,1,7,2013-04-24,2013-04-24,One-Time,7
11991,1,1,30,2013-04-24,2013-04-24,One-Time,30
7889,1,1,124,2013-04-24,2013-04-24,One-Time,124
9002,1,1,2345,2013-04-24,2013-04-24,One-Time,2345
14218,1,1,110,2013-04-25,2013-04-25,One-Time,110
3295,1,1,175,2013-04-25,2013-04-25,One-Time,175
9377,1,1,4919,2013-04-26,2013-04-26,One-Time,4919
16359,1,1,79,2013-04-27,2013-04-27,One-Time,79
17634,1,1,188,2013-04-27,2013-04-27,One-Time,188
15390,1,1,36,2013-04-27,2013-04-27,One-Time,36
13147,1,1,60,2013-04-27,2013-04-27,One-Time,60
15697,1,1,139,2013-04-28,2013-04-28,One-Time,139
18181,1,1,2452,2013-04-28,2013-04-28,One-Time,2452
11079,1,1,563,2013-04-28,2013-04-28,One-Time,563
13141,1,1,2489,2013-04-28,2013-04-28,One-Time,2489
12571,1,1,22,2013-04-29,2013-04-29,One-Time,22
12923,1,1,4927,2013-04-29,2013-04-29,One-Time,4927
9459,1,1,120,2013-04-29,2013-04-29,One-Time,120
8217,1,1,155,2013-04-29,2013-04-29,One-Time,155
5250,1,1,14,2013-04-29,2013-04-29,One-Time,14
4839,1,1,127,2013-04-29,2013-04-29,One-Time,127
11542,1,1,659,2013-04-29,2013-04-29,One-Time,659
15700,1,1,158,2013-04-30,2013-04-30,One-Time,158
8924,1,1,25,2013-04-30,2013-04-30,One-Time,25
12966,1,1,109,2013-04-30,2013-04-30,One-Time,109
9383,1,1,4925,2013-04-30,2013-04-30,One-Time,4925
18110,1,1,6,2013-05-01,2013-05-01,One-Time,6
14339,1,1,27,2013-05-01,2013-05-01,One-Time,27
9307,1,1,70,2013-05-01,2013-05-01,One-Time,70
6163,1,1,110,2013-05-01,2013-05-01,One-Time,110
4401,1,1,5,2013-05-01,2013-05-01,One-Time,5
2550,1,1,118,2013-05-01,2013-05-01,One-Time,118
14060,1,1,2486,2013-05-01,2013-05-01,One-Time,2486
3388,1,1,1016,2013-05-02,2013-05-02,One-Time,1016
9359,1,1,124,2013-05-03,2013-05-03,One-Time,124
8072,1,1,186,2013-05-03,2013-05-03,One-Time,186
12954,1,1,4,2013-05-03,2013-05-03,One-Time,4
14076,1,1,2639,2013-05-03,2013-05-03,One-Time,2639
11002,1,1,145,2013-05-04,2013-05-04,One-Time,145
12644,1,1,5,2013-05-04,2013-05-04,One-Time,5
17633,1,1,175,2013-05-04,2013-05-04,One-Time,175
5858,1,1,155,2013-05-04,2013-05-04,One-Time,155
9104,1,1,174,2013-05-04,2013-05-04,One-Time,174
9141,1,1,30,2013-05-04,2013-05-04,One-Time,30
4251,1,1,127,2013-05-05,2013-05-05,One-Time,127
9874,1,1,43,2013-05-05,2013-05-05,One-Time,43
16314,1,1,34,2013-05-05,2013-05-05,One-Time,34
13354,1,1,2398,2013-05-05,2013-05-05,One-Time,2398
10172,1,1,37,2013-05-06,2013-05-06,One-Time,37
15334,1,1,32,2013-05-06,2013-05-06,One-Time,32
9313,1,1,5,2013-05-06,2013-05-06,One-Time,5
5021,1,1,614,2013-05-06,2013-05-06,One-Time,614
3114,1,1,22,2013-05-07,2013-05-07,One-Time,22
2892,1,1,86,2013-05-07,2013-05-07,One-Time,86
9010,1,1,2374,2013-05-07,2013-05-07,One-Time,2374
17378,1,1,2503,2013-05-07,2013-05-07,One-Time,2503
15545,1,1,21,2013-05-08,2013-05-08,One-Time,21
5978,1,1,1710,2013-05-08,2013-05-08,One-Time,1710
1082,1,1,4762,2013-05-08,2013-05-08,One-Time,4762
1091,1,1,4689,2013-05-08,2013-05-08,One-Time,4689
13247,1,1,10,2013-05-09,2013-05-09,One-Time,10
15810,1,1,289,2013-05-09,2013-05-09,One-Time,289
2187,1,1,22,2013-05-09,2013-05-09,One-Time,22
11131,1,1,645,2013-05-09,2013-05-09,One-Time,645
8108,1,1,70,2013-05-10,2013-05-10,One-Time,70
6654,1,1,110,2013-05-10,2013-05-10,One-Time,110
17915,1,1,27,2013-05-10,2013-05-10,One-Time,27
14061,1,1,2489,2013-05-10,2013-05-10,One-Time,2489
15558,1,1,44,2013-05-11,2013-05-11,One-Time,44
7660,1,1,79,2013-05-11,2013-05-11,One-Time,79
16941,1,1,109,2013-05-11,2013-05-11,One-Time,109
1554,1,1,10,2013-05-11,2013-05-11,One-Time,10
2429,1,1,4612,2013-05-11,2013-05-11,One-Time,4612
12128,1,1,565,2013-05-11,2013-05-11,One-Time,565
7573,1,1,32,2013-05-12,2013-05-12,One-Time,32
9479,1,1,220,2013-05-12,2013-05-12,One-Time,220
17456,1,1,61,2013-05-12,2013-05-12,One-Time,61
12025,1,1,207,2013-05-13,2013-05-13,One-Time,207
4818,1,1,158,2013-05-13,2013-05-13,One-Time,158
14677,1,1,85,2013-05-13,2013-05-13,One-Time,85
16804,1,1,110,2013-05-13,2013-05-13,One-Time,110
4010,1,1,37,2013-05-13,2013-05-13,One-Time,37
17313,1,1,645,2013-05-13,2013-05-13,One-Time,645
13358,1,1,2537,2013-05-13,2013-05-13,One-Time,2537
15838,1,1,549,2013-05-13,2013-05-13,One-Time,549
13450,1,1,39,2013-05-14,2013-05-14,One-Time,39
14654,1,1,48,2013-05-14,2013-05-14,One-Time,48
9970,1,1,109,2013-05-14,2013-05-14,One-Time,109
1643,1,1,27,2013-05-15,2013-05-15,One-Time,27
12020,1,1,707,2013-05-15,2013-05-15,One-Time,707
1813,1,1,120,2013-05-16,2013-05-16,One-Time,120
10024,1,1,162,2013-05-16,2013-05-16,One-Time,162
2788,1,1,60,2013-05-16,2013-05-16,One-Time,60
14390,1,1,1374,2013-05-16,2013-05-16,One-Time,1374
5797,1,1,155,2013-05-17,2013-05-17,One-Time,155
8165,1,1,700,2013-05-17,2013-05-17,One-Time,700
16248,1,1,139,2013-05-18,2013-05-18,One-Time,139
15557,1,1,36,2013-05-18,2013-05-18,One-Time,36
14165,1,1,35,2013-05-18,2013-05-18,One-Time,35
9328,1,1,70,2013-05-18,2013-05-18,One-Time,70
12615,1,1,338,2013-05-18,2013-05-18,One-Time,338
16901,1,1,847,2013-05-18,2013-05-18,One-Time,847
16631,1,1,61,2013-05-19,2013-05-19,One-Time,61
15261,1,1,187,2013-05-20,2013-05-20,One-Time,187
11767,1,1,30,2013-05-20,2013-05-20,One-Time,30
8694,1,1,142,2013-05-20,2013-05-20,One-Time,142
9027,1,1,2333,2013-05-20,2013-05-20,One-Time,2333
15361,1,1,540,2013-05-20,2013-05-20,One-Time,540
8703,1,1,70,2013-05-21,2013-05-21,One-Time,70
7035,1,1,134,2013-05-21,2013-05-21,One-Time,134
13080,1,1,110,2013-05-21,2013-05-21,One-Time,110
18310,1,1,2489,2013-05-21,2013-05-21,One-Time,2489
6129,1,1,1806,2013-05-22,2013-05-22,One-Time,1806
15118,1,1,32,2013-05-23,2013-05-23,One-Time,32
12457,1,1,157,2013-05-23,2013-05-23,One-Time,157
11074,1,1,168,2013-05-23,2013-05-23,One-Time,168
3137,1,1,142,2013-05-23,2013-05-23,One-Time,142
4614,1,1,27,2013-05-23,2013-05-23,One-Time,27
13097,1,1,7,2013-05-23,2013-05-23,One-Time,7
6119,1,1,581,2013-05-23,2013-05-23,One-Time,581
12023,1,1,7,2013-05-24,2013-05-24,One-Time,7
17748,1,1,2398,2013-05-24,2013-05-24,One-Time,2398
14851,1,1,158,2013-05-25,2013-05-25,One-Time,158
8190,1,1,53,2013-05-25,2013-05-25,One-Time,53
2292,1,1,175,2013-05-25,2013-05-25,One-Time,175
16898,1,1,750,2013-05-25,2013-05-25,One-Time,750
18318,1,1,2438,2013-05-25,2013-05-25,One-Time,2438
11559,1,1,5,2013-05-26,2013-05-26,One-Time,5
12651,1,1,110,2013-05-27,2013-05-27,One-Time,110
17016,1,1,53,2013-05-27,2013-05-27,One-Time,53
4448,1,1,25,2013-05-27,2013-05-27,One-Time,25
9904,1,1,140,2013-05-27,2013-05-27,One-Time,140
16945,1,1,5110,2013-05-28,2013-05-28,One-Time,5110
11398,1,1,27,2013-05-28,2013-05-28,One-Time,27
12112,1,1,554,2013-05-28,2013-05-28,One-Time,554
17485,1,1,778,2013-05-28,2013-05-28,One-Time,778
9047,1,1,862,2013-05-29,2013-05-29,One-Time,862
16218,1,1,29,2013-05-29,2013-05-29,One-Time,29
12550,1,1,94,2013-05-29,2013-05-29,One-Time,94
9332,1,1,134,2013-05-29,2013-05-29,One-Time,134
8661,1,1,220,2013-05-29,2013-05-29,One-Time,220
2397,1,1,4682,2013-05-29,2013-05-29,One-Time,4682
17978,1,1,175,2013-05-30,2013-05-30,One-Time,175
10866,1,1,149,2013-05-30,2013-05-30,One-Time,149
13446,1,1,2489,2013-05-30,2013-05-30,One-Time,2489
16761,1,1,2359,2013-05-30,2013-05-30,One-Time,2359
17326,1,1,645,2013-05-30,2013-05-30,One-Time,645
15738,1,1,139,2013-05-31,2013-05-31,One-Time,139
15577,1,1,29,2013-05-31,2013-05-31,One-Time,29
12068,1,1,185,2013-05-31,2013-05-31,One-Time,185
9059,1,1,31,2013-05-31,2013-05-31,One-Time,31
5728,1,1,4894,2013-05-31,2013-05-31,One-Time,4894
18284,1,1,54,2013-06-01,2013-06-01,One-Time,54
9690,1,1,79,2013-06-01,2013-06-01,One-Time,79
3769,1,1,277,2013-06-01,2013-06-01,One-Time,277
2449,1,1,22,2013-06-01,2013-06-01,One-Time,22
8692,1,1,570,2013-06-01,2013-06-01,One-Time,570
5235,1,1,14,2013-06-02,2013-06-02,One-Time,14
474,1,1,81,2013-06-02,2013-06-02,One-Time,81
9968,1,1,5,2013-06-02,2013-06-02,One-Time,5
9477,1,1,4964,2013-06-02,2013-06-02,One-Time,4964
11575,1,1,70,2013-06-03,2013-06-03,One-Time,70
15467,1,1,25,2013-06-03,2013-06-03,One-Time,25
12501,1,1,35,2013-06-03,2013-06-03,One-Time,35
15418,1,1,6,2013-06-03,2013-06-03,One-Time,6
14194,1,1,2489,2013-06-03,2013-06-03,One-Time,2489
16412,1,1,23,2013-06-04,2013-06-04,One-Time,23
13650,1,1,5,2013-06-04,2013-06-04,One-Time,5
15861,1,1,540,2013-06-04,2013-06-04,One-Time,540
16352,1,1,124,2013-06-05,2013-06-05,One-Time,124
17019,1,1,3578,2011-01-30,2011-01-30,One-Time,3578
17041,1,1,3578,2011-02-08,2011-02-08,One-Time,3578
16682,1,1,3578,2011-02-15,2011-02-15,One-Time,3578
17048,1,1,3578,2011-02-15,2011-02-15,One-Time,3578
16918,1,1,3578,2011-02-18,2011-02-18,One-Time,3578
17173,1,1,3578,2011-03-03,2011-03-03,One-Time,3578
17150,1,1,3578,2011-03-16,2011-03-16,One-Time,3578
17223,1,1,3578,2011-03-31,2011-03-31,One-Time,3578
17356,1,1,3578,2011-04-17,2011-04-17,One-Time,3578
17587,1,1,3578,2011-04-18,2011-04-18,One-Time,3578
17271,1,1,3578,2011-04-20,2011-04-20,One-Time,3578
17808,1,1,3578,2011-06-10,2011-06-10,One-Time,3578
17831,1,1,3578,2011-06-16,2011-06-16,One-Time,3578
17991,1,1,3578,2011-06-19,2011-06-19,One-Time,3578
18144,1,1,3578,2011-07-02,2011-07-02,One-Time,3578
